Datetime,Forecasted_AEP_MW
2018-08-27 17:00:00,16798.488409042362
2018-08-27 18:00:00,16870.65998911858
2018-08-27 19:00:00,16820.320835471157
2018-08-27 20:00:00,16729.360075771812
2018-08-27 21:00:00,16520.098319053654
2018-08-27 22:00:00,16191.302803039553
2018-08-27 23:00:00,15719.68406945467
2018-08-28 00:00:00,15081.976191520691
2018-08-28 01:00:00,14264.405560016632
2018-08-28 02:00:00,13369.601675510406
2018-08-28 03:00:00,12483.954904794693
2018-08-28 04:00:00,11776.189199477434
2018-08-28 05:00:00,11418.585609018803
2018-08-28 06:00:00,11361.043176144361
2018-08-28 07:00:00,11450.559990391135
2018-08-28 08:00:00,11695.484810620546
2018-08-28 09:00:00,12117.658347308636
2018-08-28 10:00:00,12635.741221368313
2018-08-28 11:00:00,13250.570241630077
2018-08-28 12:00:00,13904.27665579319
2018-08-28 13:00:00,14531.26617717743
2018-08-28 14:00:00,15124.864985227585
2018-08-28 15:00:00,15682.14364874363
2018-08-28 16:00:00,16147.706143498423
2018-08-28 17:00:00,16484.066315293316
2018-08-28 18:00:00,16618.30822038651
2018-08-28 19:00:00,16638.151515007023
2018-08-28 20:00:00,16587.18517494202
2018-08-28 21:00:00,16433.655606687073
2018-08-28 22:00:00,16124.741323828699
2018-08-28 23:00:00,15654.356312990189
2018-08-29 00:00:00,15032.403492331505
2018-08-29 01:00:00,14264.035299122334
2018-08-29 02:00:00,13442.179053843021
2018-08-29 03:00:00,12689.065273314714
2018-08-29 04:00:00,12145.883176803589
2018-08-29 05:00:00,11973.38818281889
2018-08-29 06:00:00,12125.227565318346
2018-08-29 07:00:00,12459.244432270527
2018-08-29 08:00:00,12985.696114987135
2018-08-29 09:00:00,13653.701755166054
2018-08-29 10:00:00,14336.458041906357
2018-08-29 11:00:00,15152.757972598076
2018-08-29 12:00:00,15932.67388755083
2018-08-29 13:00:00,16637.616053402427
2018-08-29 14:00:00,17254.026486277584
2018-08-29 15:00:00,17765.825010061268
2018-08-29 16:00:00,18197.60588049889
2018-08-29 17:00:00,18424.7933549881
2018-08-29 18:00:00,18475.979642510418
2018-08-29 19:00:00,18374.10843241215
2018-08-29 20:00:00,18155.053251028065
2018-08-29 21:00:00,17823.00174427033
2018-08-29 22:00:00,17334.086400270466
2018-08-29 23:00:00,16626.689275026325
2018-08-30 00:00:00,15760.02906036377
2018-08-30 01:00:00,14706.386613845825
2018-08-30 02:00:00,13632.504679143429
2018-08-30 03:00:00,12628.271892160177
2018-08-30 04:00:00,11911.041722893715
2018-08-30 05:00:00,11647.111017167568
2018-08-30 06:00:00,11771.522039294243
2018-08-30 07:00:00,12126.870688080788
2018-08-30 08:00:00,12713.217232972383
2018-08-30 09:00:00,13444.240220844746
